Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
Academy Project Funding BTY;Åbo Akademi University;PRD-like homeodomain proteins controlling the very first stages of human life: Structure, function, evolution and ligand discovery  (Homeoproteins);Johnson, Mark S;308317;16.05.2017;01.09.2017 - 31.08.2021;575.468
Academy Project Funding BTY;Åbo Akademi University;Validation of a new therapeutic avenue for the treatment of depression and anxiety;Coffey, Eleanor;310583;28.04.2017;01.09.2017 - 31.08.2021;400.000
Academy Project Funding BTY;Aalto University;Biomimetic Adhesives;Linder, Markus;317395;29.05.2018;01.09.2018 - 31.08.2022;474.735
Academy Project Funding BTY;Aalto University;Individual cortical markers of language function;Salmelin, Riitta;315553;30.05.2018;01.09.2018 - 31.12.2022;450.000
Academy Project Funding BTY;Finnish Environment Institute;Evolving carbon sinks and sources in coastal seas – will ecosystem response temper or aggravate climate change? / Consortium: SEASINK;Seppälä, Jukka;317297;29.05.2018;01.09.2018 - 31.08.2022;375.000
Academy Project Funding BTY;Finnish Institute for Health and Welfare;Evaluation of vaccine safety using population-based registers (VacEvas);Artama, Miia;316090;03.05.2018;01.09.2018 - 31.08.2023;449.901
Academy Project Funding BTY;Finnish Institute for Health and Welfare;NORDCAP Nordic Children and Adults Born Preterm - a Three-Country Registry Study of Eight Million People;Kajantie, Eero;315690;03.05.2018;01.09.2018 - 30.04.2023;449.122
Academy Project Funding BTY;Finnish Meteorological Institute;Advanced study of Pollen, Spores, and air pollutants for predicting the human Allergy (PS4A);Sofiev, Mikhail;318194;29.05.2018;01.09.2018 - 31.08.2022;505.557
Academy Project Funding BTY;Finnish Meteorological Institute;Evolving carbon sinks and sources in coastal seas – will ecosystem response temper or aggravate climate change? / Consortium: SEASINK;Laakso, Lauri K;317298;29.05.2018;01.09.2018 - 31.08.2022;300.000
Academy Project Funding BTY;Finnish Meteorological Institute;Sesqui- and diterpene emissions and their effects on atmospheric chemistry;Hakola, Hannele;316151;29.05.2018;01.09.2018 - 31.08.2022;463.099
Academy Project Funding BTY;Folkhälsan Research Center;Genetic and metabolomics dissection of the pathogenesis of diabetic complications – The Finnish Diabetic Nephropathy Study (FinnDiane);Groop, Per-Henrik;316664;03.05.2018;01.09.2018 - 31.08.2022;450.000
Academy Project Funding BTY;Kuopio University Hospital;"BrainAneurysm – Intracranial Aneurysm and Subarachnoid Hemorrhage 
Personalized medicine solutions from Eastern Finnish population data";Jääskeläinen, Juha E;314847;03.05.2018;01.09.2018 - 31.12.2022;447.564
Academy Project Funding BTY;Natural Resources Institute Finland;Acclimation of arctic peatlands – through reindeer grazing – to a changing climate (ACAP);Fritze, Hannu;315415;29.05.2018;01.09.2018 - 31.08.2022;571.908
Academy Project Funding BTY;Natural Resources Institute Finland;Diversifying cropping systems for Climate-Smart Agriculture (DivCSA);Palosuo, Taru;316215;29.05.2018;01.09.2018 - 31.08.2022;524.761
Academy Project Funding BTY;Natural Resources Institute Finland;Past Trends and Future Potential of Forest Production in Finland;Mäkinen, Harri;315495;29.05.2018;01.09.2018 - 31.08.2022;486.148
Academy Project Funding BTY;Natural Resources Institute Finland;Resolving genomic features related to immunological response to improve functional annotation of the bovine genome and produce tools for enhancing disease resistance in livestock;Vilkki, Johanna;317998;29.05.2018;01.09.2018 - 28.02.2023;522.549
Academy Project Funding BTY;Samfundet folkhälsan;Clinical and genetic characteristics of early-onset osteoporosis;Mäkitie, Outi;318137;03.05.2018;01.09.2018 - 31.08.2022;450.000
Academy Project Funding BTY;Samfundet folkhälsan;"DAGIS – Socioeconomic status, stress, and health behaviour among preschool children (DAGIS STRESS) 
 / Consortium: DAGIS STRESS";Roos, Eva;315816;03.05.2018;01.09.2018 - 31.08.2022;202.141
Academy Project Funding BTY;Tampere University;Features and functions of TG3-autoantibodies in dermatitis herpetiformis;Lindfors, Katri;314880;03.05.2018;01.01.2019 - 31.08.2022;450.000
Academy Project Funding BTY;Tampere University;Role of long non-coding RNAs in Prostate Cancer;Visakorpi, Tapio;317755;03.05.2018;01.09.2018 - 31.08.2022;450.000
Academy Project Funding BTY;Tampere University;TRPA1 cation channel as a novel mechanism and treatment target in inflammation;Moilanen, Eeva;326660;03.05.2018;01.01.2019 - 31.05.2023;413.088
Academy Project Funding BTY;Turku University Hospital;Studies on acute appendicitis - appendiceal and gut microbiota, etiology of uncomplicated and complicated acute appendicitis and optimization of antibiotic therapy in the treatment of uncomplicated acute appendicitis;Salminen, Paulina;317290;03.05.2018;01.09.2018 - 31.12.2022;450.000
Academy Project Funding BTY;Turku University Hospital;"operative treatment of acute rotator cuff tear related to trauma, a placebo controlled efficacy trial 
ACCURATE";Äärimaa, Ville;315547;03.05.2018;01.09.2018 - 31.08.2022;300.000
Academy Project Funding BTY;University of Eastern Finland;Direct and value-based trade-offs for ecosystem goods and services in multi-objective management of boreal forests under changing climate (OPTIMAM);Peltola, Heli;317741;29.05.2018;01.09.2018 - 31.08.2022;499.896
Academy Project Funding BTY;University of Eastern Finland;Epithelial functions of AR-linked RNA binding proteins;Latonen, Leena;317871;29.05.2018;01.09.2018 - 31.08.2022;460.764
Academy Project Funding BTY;University of Eastern Finland;Human glial chimeric mice - a novel toll to understand functional stroke recovery;Jolkkonen, Jukka;317866;03.05.2018;01.09.2018 - 31.12.2020;250.000
Academy Project Funding BTY;University of Eastern Finland;Identification of pathogenic mechanisms and new biomarker and druggable candidates in frontotemporal dementia using patient-derived skin fibroblasts and neurons / Consortium: FiNeFTD;Haapasalo, Annakaisa;315459;03.05.2018;01.09.2018 - 31.08.2022;300.000
Academy Project Funding BTY;University of Eastern Finland;Sushi repeat-containing protein X-linked 2 – A novel mechanisms and biomarker for TBI-induced hypothalamic functional deficit and post-traumatic epileptogenesis?;Pitkänen, Asla;317203;30.05.2018;01.09.2018 - 31.08.2022;450.000
Academy Project Funding BTY;University of Eastern Finland;Temperature-dependent deterioration of electrical excitability (TDEE): testing of the hypothesis;Vornanen, Matti;315776;29.05.2018;01.09.2018 - 31.08.2022;573.486
Academy Project Funding BTY;University of Eastern Finland;The World Wide FINGERS (WW-FINGERS) Dementia Prevention Toolbox;Kivipelto, Miia Karita;317465;03.05.2018;01.09.2018 - 30.04.2021;250.000
Academy Project Funding BTY;University of Helsinki;ADP ribosylation and RCD1 in control of gene expression;Kangasjärvi, Jaakko;317218;29.05.2018;01.09.2018 - 31.12.2022;577.361
Academy Project Funding BTY;University of Helsinki;"DAGIS – Socioeconomic status, stress, and health behaviour among preschool children (DAGIS STRESS) 
 / Consortium: DAGIS STRESS";Erkkola, Maijaliisa;315817;03.05.2018;01.09.2018 - 31.08.2022;198.879
Academy Project Funding BTY;University of Helsinki;"DAGIS – Socioeconomic status, stress, and health behaviour among preschool children (DAGIS STRESS) 
 / Consortium: DAGIS STRESS";Sajaniemi, Nina;315818;03.05.2018;01.09.2018 - 31.08.2022;198.980
Academy Project Funding BTY;University of Helsinki;Depression and anxiety in young adults: a quasi-experimental trial and web-based treatment intervention to reduce sickness absence and work disability (DAQI);Kouvonen, Anne;315343;03.05.2018;01.09.2019 - 31.08.2021;250.000
Academy Project Funding BTY;University of Helsinki;Dynamics of the antibiotic resistance genes in production animals and the environment (ARPA);Virta, Marko;316708;29.05.2018;01.09.2018 - 31.08.2022;487.108
Academy Project Funding BTY;University of Helsinki;Ecosystem services in urban greenspaces across biomes: the influence of plant functional types and soil biota on soil-derived ecosystem processes (PARKTRAITS);Setälä, Heikki;315987;29.05.2018;01.09.2018 - 31.12.2022;469.115
Academy Project Funding BTY;University of Helsinki;Effect of arthroscopic partial meniscectomy on the development of knee osteoarthritis in patients with degenerative meniscus tear: A placebo-surgery controlled trial with a 10-year follow-up;Järvinen, Teppo Lassi Nestori;315908;03.05.2018;01.09.2018 - 30.08.2022;300.000
Academy Project Funding BTY;University of Helsinki;Evolution of early-diverging basidiomycetes - diversity and wood decay in Pucciniomycotina;Miettinen, Otto;315927;29.05.2018;01.09.2018 - 31.08.2022;487.238
Academy Project Funding BTY;University of Helsinki;Facilitation of neuropathic pain by the amygdala: oxidative stress as culprit and cortical stimulation as treatment;Pertovaara, Antti;315043;03.05.2018;01.09.2018 - 31.12.2022;450.000
Academy Project Funding BTY;University of Helsinki;Finnish Imaging of Degenerative Shoulder Study (FIMAGE): A study on the prevalence of degenerative imaging changes of the shoulder and their relevance to clinical symptoms in the general population.;Taimela, Simo;316061;03.05.2018;01.09.2018 - 31.08.2023;450.000
Academy Project Funding BTY;University of Helsinki;Flavivirus-host interactions;Vapalahti, Olli;316264;03.05.2018;01.09.2018 - 31.08.2022;449.999
Academy Project Funding BTY;University of Helsinki;Hormonal regulation of cambial stem cells;Mähönen, Ari Pekka;316544;29.05.2018;01.09.2018 - 31.08.2022;492.027
Academy Project Funding BTY;University of Helsinki;How predictable is the genotype-phenotype map: combining developmental biology and quantitative genetics;Salazar-Ciudad, Isaac;315740;29.05.2018;01.09.2018 - 31.12.2021;443.337
Academy Project Funding BTY;University of Helsinki;Hypoxia targeted extracellular vesicles with cargo for enhanced treatment of cancer (BioEVa);Yliperttula, Marjo;315409;03.05.2018;01.09.2018 - 31.08.2022;450.000
Academy Project Funding BTY;University of Helsinki;Mechanical stress response and adaptation at the nuclear-cytoskeletal interface;Wickström, Sara;317597;03.05.2018;01.09.2018 - 31.08.2022;450.000
Academy Project Funding BTY;University of Helsinki;Midbrain inhibition regulating motivation and emotions;Korpi, Esa;317399;03.05.2018;01.09.2018 - 31.08.2022;450.000
Academy Project Funding BTY;University of Helsinki;Modeling the mechanisms of pituitary hormone deficiency caused by two missense mutations in KCNQ1;Raivio, Taneli;315616;03.05.2018;01.09.2018 - 31.08.2022;450.000
Academy Project Funding BTY;University of Helsinki;Molecular and cellular mechanisms driving mammary epithelial morphogenesis;Mikkola, Marja;318287;29.05.2018;01.09.2018 - 31.08.2022;546.613
Academy Project Funding BTY;University of Helsinki;Molecular basis of a ribosome rescue pathway in the pathogenesis of human mitochondrial disease.;Battersby, Brendan;314706;03.05.2018;01.09.2018 - 31.08.2022;450.000
Academy Project Funding BTY;University of Helsinki;Molecular mechanisms of action of novel insulin sensitizers;Lehtonen, Sanna;315762;03.05.2018;01.01.2019 - 31.08.2023;420.997
Academy Project Funding BTY;University of Helsinki;Myelination in resilience and susceptibility to psychosocial stress-induced anxiety;Hovatta, Iiris;316282;03.05.2018;01.09.2018 - 31.12.2022;450.000
Academy Project Funding BTY;University of Helsinki;Periodontitis and dental intervention in coronary heart disease and cryptogenic stroke;Paju, Susanna;316777;03.05.2018;01.01.2019 - 31.12.2022;450.000
Academy Project Funding BTY;University of Helsinki;Prolyl oligopeptidase - a potential biomarker and a common drug target for several neurodegenerative diseases?;Myöhänen, Timo;318327;03.05.2018;01.09.2018 - 31.08.2022;450.000
Academy Project Funding BTY;University of Helsinki;RNA viruses: from structure and function to inhibition;Butcher, Sarah;315950;29.05.2018;01.09.2018 - 28.02.2023;604.236
Academy Project Funding BTY;University of Helsinki;Regulation of immune responses by integrins;Fagerholm, Susanna;315077;29.05.2018;01.09.2018 - 31.08.2023;539.595
Academy Project Funding BTY;University of Helsinki;Retrotransposon and gene interactions in barley under drought stress (RetroStress);Schulman, Alan;314961;29.05.2018;01.09.2018 - 31.08.2022;516.194
Academy Project Funding BTY;University of Helsinki;Temperature as a driver of climate adaptation;Hytönen, Timo;317306;29.05.2018;01.09.2018 - 31.07.2023;521.330
Academy Project Funding BTY;University of Helsinki;Towards personalized nanomedicines for targeted drug delivery and imaging for ischemic myocardial injury;Almeida Santos, Hélder;317042;03.05.2018;01.09.2018 - 31.08.2021;300.000
Academy Project Funding BTY;University of Jyväskylä;Complex eco-evolutionary dynamics of aquatic ecosystems faced with human-induced and environmental stress;Kuparinen, Anna K;317495;29.05.2018;01.09.2018 - 31.08.2023;534.560
Academy Project Funding BTY;University of Jyväskylä;Molecular evolution in antagonistic interactions – linking bacterial CRISPR immunity and antagonistic coevolution in bacterial viruses;Sundberg, Lotta-Riina;314939;29.05.2018;01.09.2018 - 31.08.2022;515.568
Academy Project Funding BTY;University of Oulu;Advancing the genomic revolution of species delimitation;Mutanen, Marko;314702;29.05.2018;01.09.2018 - 31.08.2022;516.880
Academy Project Funding BTY;University of Oulu;GDAP1 - an enigmatic enzyme linked to inherited peripheral neuropathy;Kursula, Petri;315272;03.05.2018;01.09.2018 - 31.12.2022;450.000
Academy Project Funding BTY;University of Oulu;Hereditary breast cancer predisposition: factors, cellular mechanisms and disease modeling;Winqvist, Robert;318337;03.05.2018;01.09.2018 - 31.08.2022;450.000
Academy Project Funding BTY;University of Oulu;Identification of pathogenic mechanisms and new biomarker and druggable candidates in frontotemporal dementia using patient-derived skin fibroblasts and neurons / Consortium: FiNeFTD;Remes, Anne;315460;03.05.2018;01.09.2018 - 31.12.2022;300.000
Academy Project Funding BTY;University of Oulu;Mitochondrial Fatty Acid Synthesis in Mitochondrial Biogenesis, Cellular Function and Neurodegenerative Disease;Kastaniotis, Alexander;314925;29.05.2018;01.09.2018 - 31.08.2022;480.140
